fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
1,4,6,Germany;Dresden,2.1.2014,145,0.954,0.55
10325,11,7,Germany;Frankfurt,3.11.2014,141,0.953,0.55
10326,9,1,Czech republic;Prague,3.11.2014,139,0.953,0.55
10327,10,4,Germany;Frankfurt,3.11.2014,134,0.953,0.55
10328,3,5,Germany;Berlin,3.11.2014,133,0.953,0.55
10329,6,5,Germany;Berlin,3.11.2014,120,0.953,0.55
10330,9,5,Germany;Berlin,3.11.2014,106,0.953,0.55
10331,1,5,Germany;Berlin,3.11.2014,103,0.953,0.55
10332,7,5,Germany;Berlin,3.11.2014,100,0.953,0.55
10333,10,4,Germany;Frankfurt,3.11.2014,98,0.953,0.4
10334,6,3,Czech republic;Brno,3.11.2014,95,0.953,0.4
10335,11,5,Germany;Berlin,3.11.2014,95,0.953,0.4
10336,7,5,Germany;Berlin,3.11.2014,91,0.953,0.4
10337,11,5,Germany;Berlin,3.11.2014,86,0.953,0.4
10338,9,3,Czech republic;Ostrava,3.11.2014,86,0.953,0.4
10339,3,7,Germany;Frankfurt,3.11.2014,85,0.953,0.4
10340,3,5,Germany;Berlin,3.11.2014,83,0.953,0.4
10341,9,4,Germany;Frankfurt,3.11.2014,81,0.953,0.4
10342,1,7,Germany;Frankfurt,3.11.2014,76,0.953,0.4
10343,3,7,Germany;Frankfurt,3.11.2014,75,0.953,0.15
10344,9,5,Germany;Berlin,3.11.2014,71,0.953,0.15
10345,4,7,Germany;Frankfurt,3.11.2014,71,0.953,0.15
10346,2,5,Germany;Berlin,3.11.2014,70,0.953,0.15
10347,6,7,Germany;Frankfurt,3.11.2014,70,0.953,0.15
10348,11,7,Germany;Frankfurt,3.11.2014,64,0.953,0.15
10349,7,6,Germany;Dresden,3.11.2014,63,0.953,0.15
10350,5,5,Germany;Berlin,3.11.2014,62,0.953,0.15
10351,4,5,Germany;Berlin,3.11.2014,59,0.953,0.15
10352,4,5,Germany;Berlin,3.11.2014,58,0.953,0.15
10353,1,7,Germany;Frankfurt,3.11.2014,56,0.953,0.15
10354,7,4,Germany;Frankfurt,3.11.2014,55,0.953,0.15
10355,1,7,Germany;Frankfurt,3.11.2014,54,0.953,0.15
10356,4,5,Germany;Berlin,3.11.2014,50,0.953,0.15
10357,8,3,Czech republic;Ostrava,3.11.2014,44,0.953,0.15
10358,3,5,Germany;Berlin,3.11.2014,41,0.953,0.15
10359,3,5,Germany;Berlin,3.11.2014,40,0.953,0.15
10360,8,5,Germany;Berlin,3.11.2014,39,0.953,0.15
10361,3,5,Germany;Berlin,3.11.2014,32,0.953,0.15
10362,4,1,Czech republic;Prague,3.11.2014,31,0.953,0.15
10363,1,5,Germany;Berlin,3.11.2014,28,0.953,0.15
10364,4,5,Germany;Berlin,3.11.2014,25,0.953,0.01
10365,4,1,Czech republic;Prague,3.11.2014,24,0.953,0.01
10366,2,1,Czech republic;Prague,3.11.2014,22,0.953,0.01
10367,10,5,Germany;Berlin,3.11.2014,22,0.953,0.01
10368,3,6,Germany;Dresden,3.11.2014,20,0.953,0.01
10369,7,4,Germany;Frankfurt,3.11.2014,8,0.953,0
10370,6,5,Germany;Berlin,3.11.2014,8,0.953,0
10371,2,3,Czech republic;Brno,3.11.2014,7,0.953,0
10372,5,3,Czech republic;Brno,3.11.2014,5,0.953,0
10373,4,2,Denmark;Copenhagen,3.11.2014,5,0.953,0
10374,11,6,Germany;Dresden,4.11.2014,148,0.962,0.55
10375,7,5,Germany;Berlin,4.11.2014,147,0.962,0.55
10376,9,5,Germany;Berlin,4.11.2014,147,0.962,0.55
10377,3,1,Czech republic;Prague,4.11.2014,141,0.962,0.55
10378,7,2,Denmark;Copenhagen,4.11.2014,139,0.962,0.55
10379,7,7,Germany;Frankfurt,4.11.2014,137,0.962,0.55
10380,11,5,Germany;Berlin,4.11.2014,136,0.962,0.55
10381,3,1,Czech republic;Prague,4.11.2014,126,0.962,0.55
10382,6,7,Germany;Frankfurt,4.11.2014,126,0.962,0.55
10383,11,4,Germany;Frankfurt,4.11.2014,122,0.962,0.55
10384,4,1,Czech republic;Prague,4.11.2014,119,0.962,0.55
10385,9,4,Germany;Frankfurt,4.11.2014,116,0.962,0.55
10386,3,5,Germany;Berlin,4.11.2014,113,0.962,0.55
10387,3,5,Germany;Berlin,4.11.2014,111,0.962,0.55
10388,7,7,Germany;Frankfurt,4.11.2014,109,0.962,0.55
10389,11,5,Germany;Berlin,4.11.2014,109,0.962,0.55
10390,5,2,Denmark;Copenhagen,4.11.2014,102,0.962,0.55
10391,7,7,Germany;Frankfurt,4.11.2014,101,0.962,0.55
10392,4,5,Germany;Berlin,4.11.2014,100,0.962,0.55
10393,7,2,Denmark;Copenhagen,4.11.2014,99,0.962,0.4
10394,9,7,Germany;Frankfurt,4.11.2014,94,0.962,0.4
10395,9,1,Czech republic;Prague,4.11.2014,91,0.962,0.4
10396,8,5,Germany;Berlin,4.11.2014,88,0.962,0.4
10397,8,5,Germany;Berlin,4.11.2014,85,0.962,0.4
10398,11,5,Germany;Berlin,4.11.2014,81,0.962,0.4
10399,5,3,Czech republic;Brno,4.11.2014,71,0.962,0.15
10400,3,7,Germany;Frankfurt,4.11.2014,70,0.962,0.15
10401,4,5,Germany;Berlin,4.11.2014,69,0.962,0.15
10402,9,1,Czech republic;Prague,4.11.2014,66,0.962,0.15
10403,9,1,Czech republic;Prague,4.11.2014,65,0.962,0.15
10404,8,5,Germany;Berlin,4.11.2014,62,0.962,0.15
10405,4,4,Germany;Frankfurt,4.11.2014,60,0.962,0.15
10406,2,6,Germany;Dresden,4.11.2014,55,0.962,0.15
10407,5,7,Germany;Frankfurt,4.11.2014,50,0.962,0.15
10408,6,7,Germany;Frankfurt,4.11.2014,47,0.962,0.15
10409,8,7,Germany;Frankfurt,4.11.2014,43,0.962,0.15
10410,9,7,Germany;Frankfurt,4.11.2014,40,0.962,0.15
10411,9,5,Germany;Berlin,4.11.2014,39,0.962,0.15
10412,10,5,Germany;Berlin,4.11.2014,34,0.962,0.15
10413,4,6,Germany;Dresden,4.11.2014,33,0.962,0.15
10414,4,3,Czech republic;Brno,4.11.2014,30,0.962,0.15
10415,5,4,Germany;Frankfurt,4.11.2014,28,0.962,0.15
10416,11,3,Czech republic;Ostrava,4.11.2014,26,0.962,0.15
10417,8,5,Germany;Berlin,4.11.2014,19,0.962,0.01
10418,11,7,Germany;Frankfurt,4.11.2014,19,0.962,0.01
10419,2,7,Germany;Frankfurt,4.11.2014,19,0.962,0.01
10420,1,7,Germany;Frankfurt,4.11.2014,19,0.962,0.01
10421,9,7,Germany;Frankfurt,4.11.2014,15,0.962,0.01
10422,9,7,Germany;Frankfurt,4.11.2014,6,0.962,0
10423,3,5,Germany;Berlin,5.11.2014,148,0.959,0.55
10424,9,5,Germany;Berlin,5.11.2014,145,0.959,0.55
10425,8,3,Czech republic;Ostrava,5.11.2014,138,0.959,0.55
10426,5,5,Germany;Berlin,5.11.2014,133,0.959,0.55
10427,10,5,Germany;Berlin,5.11.2014,130,0.959,0.55
10428,3,2,Denmark;Copenhagen,5.11.2014,129,0.959,0.55
10429,5,3,Czech republic;Brno,5.11.2014,123,0.959,0.55
10430,8,6,Germany;Dresden,5.11.2014,123,0.959,0.55
10431,5,2,Denmark;Copenhagen,5.11.2014,118,0.959,0.55
10432,8,7,Germany;Frankfurt,5.11.2014,112,0.959,0.55
10433,3,3,Czech republic;Brno,5.11.2014,111,0.959,0.55
10434,3,6,Germany;Dresden,5.11.2014,109,0.959,0.55
10435,9,2,Denmark;Copenhagen,5.11.2014,103,0.959,0.55
10436,10,5,Germany;Berlin,5.11.2014,101,0.959,0.55
10437,11,4,Germany;Frankfurt,5.11.2014,91,0.959,0.4
10438,10,5,Germany;Berlin,5.11.2014,85,0.959,0.4
10439,8,5,Germany;Berlin,5.11.2014,82,0.959,0.4
10440,6,2,Denmark;Copenhagen,5.11.2014,69,0.959,0.15
10441,4,5,Germany;Berlin,5.11.2014,69,0.959,0.15
10442,2,5,Germany;Berlin,5.11.2014,68,0.959,0.15
10443,6,5,Germany;Berlin,5.11.2014,68,0.959,0.15
10444,7,7,Germany;Frankfurt,5.11.2014,66,0.959,0.15
10445,7,3,Czech republic;Ostrava,5.11.2014,64,0.959,0.15
10446,7,5,Germany;Berlin,5.11.2014,58,0.959,0.15
10447,7,3,Czech republic;Ostrava,5.11.2014,57,0.959,0.15
10448,5,7,Germany;Frankfurt,5.11.2014,57,0.959,0.15
10449,10,5,Germany;Berlin,5.11.2014,56,0.959,0.15
10450,4,6,Germany;Dresden,5.11.2014,55,0.959,0.15
10451,11,4,Germany;Frankfurt,5.11.2014,53,0.959,0.15
10452,1,5,Germany;Berlin,5.11.2014,52,0.959,0.15
10453,7,5,Germany;Berlin,5.11.2014,52,0.959,0.15
10454,11,3,Czech republic;Ostrava,5.11.2014,44,0.959,0.15
10455,11,5,Germany;Berlin,5.11.2014,42,0.959,0.15
10456,3,5,Germany;Berlin,5.11.2014,40,0.959,0.15
10457,5,6,Germany;Dresden,5.11.2014,38,0.959,0.15
10458,10,6,Germany;Dresden,5.11.2014,33,0.959,0.15
10459,8,7,Germany;Frankfurt,5.11.2014,33,0.959,0.15
10460,5,6,Germany;Dresden,5.11.2014,27,0.959,0.15
10461,7,5,Germany;Berlin,5.11.2014,22,0.959,0.01
10462,10,5,Germany;Berlin,5.11.2014,16,0.959,0.01
10463,10,3,Czech republic;Ostrava,5.11.2014,13,0.959,0.01
10464,5,5,Germany;Berlin,5.11.2014,10,0.959,0
10465,1,2,Denmark;Copenhagen,5.11.2014,8,0.959,0
10466,1,7,Germany;Frankfurt,5.11.2014,7,0.959,0
10467,1,7,Germany;Frankfurt,5.11.2014,5,0.959,0
10468,3,2,Denmark;Copenhagen,5.11.2014,4,0.959,0
10469,1,5,Germany;Berlin,5.11.2014,3,0.959,0
10470,7,3,Czech republic;Ostrava,6.11.2014,142,0.963,0.55
10471,10,2,Denmark;Copenhagen,6.11.2014,141,0.963,0.55
10472,8,5,Germany;Berlin,6.11.2014,137,0.963,0.55
10473,9,5,Germany;Berlin,6.11.2014,129,0.963,0.55
10474,4,1,Czech republic;Prague,6.11.2014,128,0.963,0.55
10475,6,7,Germany;Frankfurt,6.11.2014,127,0.963,0.55
10476,9,4,Germany;Frankfurt,6.11.2014,124,0.963,0.55
10477,5,5,Germany;Berlin,6.11.2014,122,0.963,0.55
10478,8,7,Germany;Frankfurt,6.11.2014,115,0.963,0.55
10479,10,3,Czech republic;Ostrava,6.11.2014,115,0.963,0.55
10480,4,7,Germany;Frankfurt,6.11.2014,114,0.963,0.55
10481,9,7,Germany;Frankfurt,6.11.2014,113,0.963,0.55
10482,7,5,Germany;Berlin,6.11.2014,112,0.963,0.55
10483,3,5,Germany;Berlin,6.11.2014,111,0.963,0.55
10484,8,6,Germany;Dresden,6.11.2014,109,0.963,0.55
10485,10,1,Czech republic;Prague,6.11.2014,109,0.963,0.55
10486,10,5,Germany;Berlin,6.11.2014,102,0.963,0.55
10487,2,1,Czech republic;Prague,6.11.2014,102,0.963,0.55
10488,11,5,Germany;Berlin,6.11.2014,99,0.963,0.4
10489,1,7,Germany;Frankfurt,6.11.2014,97,0.963,0.4
10490,3,6,Germany;Dresden,6.11.2014,96,0.963,0.4
10491,3,5,Germany;Berlin,6.11.2014,92,0.963,0.4
10492,2,7,Germany;Frankfurt,6.11.2014,92,0.963,0.4
10493,11,7,Germany;Frankfurt,6.11.2014,91,0.963,0.4
10494,8,1,Czech republic;Prague,6.11.2014,91,0.963,0.4
10495,9,5,Germany;Berlin,6.11.2014,86,0.963,0.4
10496,1,5,Germany;Berlin,6.11.2014,81,0.963,0.4
10497,8,7,Germany;Frankfurt,6.11.2014,81,0.963,0.4
10498,9,4,Germany;Frankfurt,6.11.2014,77,0.963,0.4
10499,2,7,Germany;Frankfurt,6.11.2014,75,0.963,0.15
10500,5,7,Germany;Frankfurt,6.11.2014,72,0.963,0.15
10501,8,4,Germany;Frankfurt,6.11.2014,64,0.963,0.15
10502,4,1,Czech republic;Prague,6.11.2014,63,0.963,0.15
10503,10,5,Germany;Berlin,6.11.2014,59,0.963,0.15
10504,9,4,Germany;Frankfurt,6.11.2014,58,0.963,0.15
10505,4,6,Germany;Dresden,6.11.2014,52,0.963,0.15
10506,2,7,Germany;Frankfurt,6.11.2014,50,0.963,0.15
10507,4,5,Germany;Berlin,6.11.2014,50,0.963,0.15
10508,9,4,Germany;Frankfurt,6.11.2014,48,0.963,0.15
10509,11,6,Germany;Dresden,6.11.2014,44,0.963,0.15
10510,3,1,Czech republic;Prague,6.11.2014,43,0.963,0.15
10511,10,1,Czech republic;Prague,6.11.2014,42,0.963,0.15
10512,1,4,Germany;Frankfurt,6.11.2014,37,0.963,0.15
10513,8,6,Germany;Dresden,6.11.2014,35,0.963,0.15
10514,3,3,Czech republic;Brno,6.11.2014,23,0.963,0.01
10515,11,7,Germany;Frankfurt,6.11.2014,23,0.963,0.01
10516,10,7,Germany;Frankfurt,6.11.2014,21,0.963,0.01
10517,5,6,Germany;Dresden,6.11.2014,20,0.963,0.01
10518,2,7,Germany;Frankfurt,6.11.2014,20,0.963,0.01
10519,10,7,Germany;Frankfurt,6.11.2014,17,0.963,0.01
10520,7,7,Germany;Frankfurt,6.11.2014,11,0.963,0.01
10521,10,1,Czech republic;Prague,6.11.2014,8,0.963,0
10522,2,3,Czech republic;Brno,6.11.2014,4,0.963,0
10523,9,7,Germany;Frankfurt,7.11.2014,146,0.967,0.55
10524,3,7,Germany;Frankfurt,7.11.2014,145,0.967,0.55
10525,3,4,Germany;Frankfurt,7.11.2014,135,0.967,0.55
10526,7,3,Czech republic;Ostrava,7.11.2014,134,0.967,0.55
10527,4,7,Germany;Frankfurt,7.11.2014,128,0.967,0.55
10528,7,5,Germany;Berlin,7.11.2014,127,0.967,0.55
10529,4,4,Germany;Frankfurt,7.11.2014,127,0.967,0.55
10530,11,7,Germany;Frankfurt,7.11.2014,123,0.967,0.55
10531,1,2,Denmark;Copenhagen,7.11.2014,113,0.967,0.55
10532,10,7,Germany;Frankfurt,7.11.2014,108,0.967,0.55
10533,9,4,Germany;Frankfurt,7.11.2014,105,0.967,0.55
10534,8,1,Czech republic;Prague,7.11.2014,101,0.967,0.55
10535,4,1,Czech republic;Prague,7.11.2014,98,0.967,0.4
10536,3,5,Germany;Berlin,7.11.2014,97,0.967,0.4
10537,8,5,Germany;Berlin,7.11.2014,92,0.967,0.4
10538,4,7,Germany;Frankfurt,7.11.2014,88,0.967,0.4
10539,2,5,Germany;Berlin,7.11.2014,84,0.967,0.4
10540,11,7,Germany;Frankfurt,7.11.2014,84,0.967,0.4
10541,7,5,Germany;Berlin,7.11.2014,83,0.967,0.4
10542,11,7,Germany;Frankfurt,7.11.2014,76,0.967,0.4
10543,10,5,Germany;Berlin,7.11.2014,76,0.967,0.4
10544,3,6,Germany;Dresden,7.11.2014,75,0.967,0.15
10545,10,6,Germany;Dresden,7.11.2014,73,0.967,0.15
10546,7,1,Czech republic;Prague,7.11.2014,53,0.967,0.15
10547,9,5,Germany;Berlin,7.11.2014,52,0.967,0.15
10548,3,5,Germany;Berlin,7.11.2014,50,0.967,0.15
10549,4,1,Czech republic;Prague,7.11.2014,50,0.967,0.15
10550,1,5,Germany;Berlin,7.11.2014,43,0.967,0.15
10551,8,6,Germany;Dresden,7.11.2014,40,0.967,0.15
10552,4,5,Germany;Berlin,7.11.2014,37,0.967,0.15
10553,9,7,Germany;Frankfurt,7.11.2014,35,0.967,0.15
10554,11,5,Germany;Berlin,7.11.2014,34,0.967,0.15
10555,5,6,Germany;Dresden,7.11.2014,31,0.967,0.15
10556,11,7,Germany;Frankfurt,7.11.2014,25,0.967,0.01
10557,2,1,Czech republic;Prague,7.11.2014,25,0.967,0.01
10558,5,7,Germany;Frankfurt,7.11.2014,25,0.967,0.01
10559,8,6,Germany;Dresden,7.11.2014,23,0.967,0.01
10560,7,5,Germany;Berlin,7.11.2014,18,0.967,0.01
10561,9,5,Germany;Berlin,7.11.2014,16,0.967,0.01
10562,11,5,Germany;Berlin,7.11.2014,14,0.967,0.01
10563,3,7,Germany;Frankfurt,7.11.2014,7,0.967,0
10564,10,1,Czech republic;Prague,8.11.2014,148,0.964,0.55
10565,6,5,Germany;Berlin,8.11.2014,144,0.964,0.55
10566,11,1,Czech republic;Prague,8.11.2014,139,0.964,0.55
10567,8,5,Germany;Berlin,8.11.2014,138,0.964,0.55
10568,11,7,Germany;Frankfurt,8.11.2014,129,0.964,0.55
10569,6,7,Germany;Frankfurt,8.11.2014,128,0.964,0.55
10570,3,5,Germany;Berlin,8.11.2014,127,0.964,0.55
10571,1,7,Germany;Frankfurt,8.11.2014,126,0.964,0.55
10572,7,4,Germany;Frankfurt,8.11.2014,122,0.964,0.55
10573,10,2,Denmark;Copenhagen,8.11.2014,119,0.964,0.55
10574,8,5,Germany;Berlin,8.11.2014,115,0.964,0.55
10575,7,5,Germany;Berlin,8.11.2014,114,0.964,0.55
10576,8,7,Germany;Frankfurt,8.11.2014,113,0.964,0.55
10577,2,2,Denmark;Copenhagen,8.11.2014,110,0.964,0.55
10578,1,5,Germany;Berlin,8.11.2014,106,0.964,0.55
10579,5,1,Czech republic;Prague,8.11.2014,100,0.964,0.55
10580,7,5,Germany;Berlin,8.11.2014,99,0.964,0.4
10581,6,5,Germany;Berlin,8.11.2014,96,0.964,0.4
10582,11,1,Czech republic;Prague,8.11.2014,93,0.964,0.4
10583,11,2,Denmark;Copenhagen,8.11.2014,90,0.964,0.4
10584,11,5,Germany;Berlin,8.11.2014,83,0.964,0.4
10585,7,4,Germany;Frankfurt,8.11.2014,78,0.964,0.4
10586,5,7,Germany;Frankfurt,8.11.2014,77,0.964,0.4
10587,4,2,Denmark;Copenhagen,8.11.2014,75,0.964,0.15
10588,7,5,Germany;Berlin,8.11.2014,72,0.964,0.15
10589,4,7,Germany;Frankfurt,8.11.2014,71,0.964,0.15
10590,4,1,Czech republic;Prague,8.11.2014,69,0.964,0.15
10591,1,5,Germany;Berlin,8.11.2014,69,0.964,0.15
10592,10,4,Germany;Frankfurt,8.11.2014,53,0.964,0.15
10593,3,6,Germany;Dresden,8.11.2014,52,0.964,0.15
10594,11,7,Germany;Frankfurt,8.11.2014,51,0.964,0.15
10595,5,1,Czech republic;Prague,8.11.2014,45,0.964,0.15
10596,3,7,Germany;Frankfurt,8.11.2014,42,0.964,0.15
10597,4,7,Germany;Frankfurt,8.11.2014,42,0.964,0.15
10598,5,2,Denmark;Copenhagen,8.11.2014,39,0.964,0.15
10599,4,5,Germany;Berlin,8.11.2014,39,0.964,0.15
10600,9,4,Germany;Frankfurt,8.11.2014,38,0.964,0.15
10601,10,5,Germany;Berlin,8.11.2014,38,0.964,0.15
10602,3,7,Germany;Frankfurt,8.11.2014,34,0.964,0.15
10603,3,2,Denmark;Copenhagen,8.11.2014,24,0.964,0.01
10604,2,5,Germany;Berlin,8.11.2014,20,0.964,0.01
10605,4,1,Czech republic;Prague,8.11.2014,19,0.964,0.01
10606,8,5,Germany;Berlin,8.11.2014,11,0.964,0.01
10607,3,1,Czech republic;Prague,8.11.2014,10,0.964,0
10608,4,7,Germany;Frankfurt,8.11.2014,5,0.964,0
10609,9,2,Denmark;Copenhagen,8.11.2014,4,0.964,0
10610,10,5,Germany;Berlin,8.11.2014,3,0.964,0
10611,3,7,Germany;Frankfurt,10.11.2014,143,0.97,0.55
10612,9,5,Germany;Berlin,10.11.2014,138,0.97,0.55
10613,3,5,Germany;Berlin,10.11.2014,132,0.97,0.55
10614,1,7,Germany;Frankfurt,10.11.2014,129,0.97,0.55
10615,2,7,Germany;Frankfurt,10.11.2014,126,0.97,0.55
10616,2,5,Germany;Berlin,10.11.2014,121,0.97,0.55
10617,7,5,Germany;Berlin,10.11.2014,121,0.97,0.55
10618,3,3,Czech republic;Brno,10.11.2014,118,0.97,0.55
10619,9,5,Germany;Berlin,10.11.2014,114,0.97,0.55
10620,7,7,Germany;Frankfurt,10.11.2014,114,0.97,0.55
10621,4,6,Germany;Dresden,10.11.2014,113,0.97,0.55
10622,4,4,Germany;Frankfurt,10.11.2014,109,0.97,0.55
10623,6,5,Germany;Berlin,10.11.2014,108,0.97,0.55
10624,7,4,Germany;Frankfurt,10.11.2014,105,0.97,0.55
10625,4,5,Germany;Berlin,10.11.2014,103,0.97,0.55
10626,10,7,Germany;Frankfurt,10.11.2014,94,0.97,0.4
10627,1,5,Germany;Berlin,10.11.2014,94,0.97,0.4
10628,2,7,Germany;Frankfurt,10.11.2014,86,0.97,0.4
10629,1,4,Germany;Frankfurt,10.11.2014,84,0.97,0.4
10630,8,5,Germany;Berlin,10.11.2014,83,0.97,0.4
10631,11,5,Germany;Berlin,10.11.2014,79,0.97,0.4
10632,10,7,Germany;Frankfurt,10.11.2014,78,0.97,0.4
10633,2,7,Germany;Frankfurt,10.11.2014,71,0.97,0.15
10634,1,7,Germany;Frankfurt,10.11.2014,66,0.97,0.15
10635,5,5,Germany;Berlin,10.11.2014,64,0.97,0.15
10636,7,1,Czech republic;Prague,10.11.2014,63,0.97,0.15
10637,10,5,Germany;Berlin,10.11.2014,62,0.97,0.15
10638,8,6,Germany;Dresden,10.11.2014,60,0.97,0.15
10639,10,5,Germany;Berlin,10.11.2014,53,0.97,0.15
10640,1,6,Germany;Dresden,10.11.2014,45,0.97,0.15
10641,11,5,Germany;Berlin,10.11.2014,44,0.97,0.15
10642,5,7,Germany;Frankfurt,10.11.2014,42,0.97,0.15
10643,10,2,Denmark;Copenhagen,10.11.2014,42,0.97,0.15
10644,6,5,Germany;Berlin,10.11.2014,41,0.97,0.15
10645,3,4,Germany;Frankfurt,10.11.2014,35,0.97,0.15
10646,10,7,Germany;Frankfurt,10.11.2014,30,0.97,0.15
10647,4,5,Germany;Berlin,10.11.2014,25,0.97,0.01
10648,1,5,Germany;Berlin,10.11.2014,23,0.97,0.01
10649,7,4,Germany;Frankfurt,10.11.2014,22,0.97,0.01
10650,4,5,Germany;Berlin,10.11.2014,21,0.97,0.01
10651,6,5,Germany;Berlin,10.11.2014,21,0.97,0.01
10652,5,7,Germany;Frankfurt,10.11.2014,19,0.97,0.01
10653,11,2,Denmark;Copenhagen,10.11.2014,8,0.97,0
10654,9,5,Germany;Berlin,10.11.2014,8,0.97,0
10655,3,1,Czech republic;Prague,10.11.2014,8,0.97,0
10656,5,5,Germany;Berlin,10.11.2014,6,0.97,0
10657,7,6,Germany;Dresden,10.11.2014,6,0.97,0
10658,8,7,Germany;Frankfurt,11.11.2014,146,0.959,0.55
10659,8,5,Germany;Berlin,11.11.2014,144,0.959,0.55
10660,9,5,Germany;Berlin,11.11.2014,143,0.959,0.55
10661,4,6,Germany;Dresden,11.11.2014,140,0.959,0.55
10662,5,5,Germany;Berlin,11.11.2014,130,0.959,0.55
10663,10,1,Czech republic;Prague,11.11.2014,127,0.959,0.55
10664,7,5,Germany;Berlin,11.11.2014,123,0.959,0.55
10665,3,7,Germany;Frankfurt,11.11.2014,116,0.959,0.55
10666,4,2,Denmark;Copenhagen,11.11.2014,115,0.959,0.55
10667,5,7,Germany;Frankfurt,11.11.2014,113,0.959,0.55
10668,3,7,Germany;Frankfurt,11.11.2014,113,0.959,0.55
10669,6,5,Germany;Berlin,11.11.2014,112,0.959,0.55
10670,10,2,Denmark;Copenhagen,11.11.2014,103,0.959,0.55
10671,8,1,Czech republic;Prague,11.11.2014,103,0.959,0.55
10672,10,6,Germany;Dresden,11.11.2014,101,0.959,0.55
10673,6,7,Germany;Frankfurt,11.11.2014,97,0.959,0.4
10674,7,6,Germany;Dresden,11.11.2014,89,0.959,0.4
10675,11,2,Denmark;Copenhagen,11.11.2014,86,0.959,0.4
10676,7,5,Germany;Berlin,11.11.2014,81,0.959,0.4
10677,10,3,Czech republic;Ostrava,11.11.2014,77,0.959,0.4
10678,11,1,Czech republic;Prague,11.11.2014,69,0.959,0.15
10679,10,7,Germany;Frankfurt,11.11.2014,65,0.959,0.15
10680,8,7,Germany;Frankfurt,11.11.2014,64,0.959,0.15
10681,7,7,Germany;Frankfurt,11.11.2014,64,0.959,0.15
10682,11,7,Germany;Frankfurt,11.11.2014,63,0.959,0.15
10683,8,7,Germany;Frankfurt,11.11.2014,57,0.959,0.15
10684,9,1,Czech republic;Prague,11.11.2014,54,0.959,0.15
10685,5,6,Germany;Dresden,11.11.2014,50,0.959,0.15
10686,7,5,Germany;Berlin,11.11.2014,47,0.959,0.15
10687,2,5,Germany;Berlin,11.11.2014,45,0.959,0.15
10688,6,4,Germany;Frankfurt,11.11.2014,45,0.959,0.15
10689,9,2,Denmark;Copenhagen,11.11.2014,44,0.959,0.15
10690,7,5,Germany;Berlin,11.11.2014,42,0.959,0.15
10691,2,2,Denmark;Copenhagen,11.11.2014,40,0.959,0.15
10692,4,5,Germany;Berlin,11.11.2014,39,0.959,0.15
10693,1,1,Czech republic;Prague,11.11.2014,37,0.959,0.15
10694,11,1,Czech republic;Prague,11.11.2014,34,0.959,0.15
10695,8,2,Denmark;Copenhagen,11.11.2014,30,0.959,0.15
10696,5,7,Germany;Frankfurt,11.11.2014,29,0.959,0.15
10697,7,6,Germany;Dresden,11.11.2014,28,0.959,0.15
10698,9,1,Czech republic;Prague,11.11.2014,25,0.959,0.01
10699,4,7,Germany;Frankfurt,11.11.2014,22,0.959,0.01
10700,4,5,Germany;Berlin,11.11.2014,20,0.959,0.01
10701,8,7,Germany;Frankfurt,11.11.2014,16,0.959,0.01
10702,3,4,Germany;Frankfurt,11.11.2014,15,0.959,0.01
10703,9,1,Czech republic;Prague,11.11.2014,15,0.959,0.01
10704,5,7,Germany;Frankfurt,11.11.2014,13,0.959,0.01
10705,6,5,Germany;Berlin,11.11.2014,13,0.959,0.01
10706,11,3,Czech republic;Ostrava,11.11.2014,10,0.959,0
10707,4,4,Germany;Frankfurt,11.11.2014,9,0.959,0
10708,6,5,Germany;Berlin,11.11.2014,8,0.959,0
10709,3,5,Germany;Berlin,12.11.2014,150,0.958,0.55
10710,5,7,Germany;Frankfurt,12.11.2014,150,0.958,0.55
10711,4,5,Germany;Berlin,12.11.2014,142,0.958,0.55
10712,5,7,Germany;Frankfurt,12.11.2014,140,0.958,0.55
10713,1,7,Germany;Frankfurt,12.11.2014,138,0.958,0.55
10714,9,7,Germany;Frankfurt,12.11.2014,137,0.958,0.55
10715,10,4,Germany;Frankfurt,12.11.2014,135,0.958,0.55
10716,6,5,Germany;Berlin,12.11.2014,129,0.958,0.55
10717,9,7,Germany;Frankfurt,12.11.2014,128,0.958,0.55
10718,1,2,Denmark;Copenhagen,12.11.2014,127,0.958,0.55
10719,5,5,Germany;Berlin,12.11.2014,126,0.958,0.55
10720,1,7,Germany;Frankfurt,12.11.2014,124,0.958,0.55
10721,9,5,Germany;Berlin,12.11.2014,123,0.958,0.55
10722,10,5,Germany;Berlin,12.11.2014,120,0.958,0.55
10723,1,7,Germany;Frankfurt,12.11.2014,119,0.958,0.55
10724,6,5,Germany;Berlin,12.11.2014,116,0.958,0.55
10725,2,1,Czech republic;Prague,12.11.2014,111,0.958,0.55
10726,7,5,Germany;Berlin,12.11.2014,102,0.958,0.55
10727,9,3,Czech republic;Ostrava,12.11.2014,101,0.958,0.55
10728,8,1,Czech republic;Prague,12.11.2014,94,0.958,0.4
10729,4,5,Germany;Berlin,12.11.2014,92,0.958,0.4
10730,1,1,Czech republic;Prague,12.11.2014,92,0.958,0.4
10731,7,7,Germany;Frankfurt,12.11.2014,90,0.958,0.4
10732,11,5,Germany;Berlin,12.11.2014,89,0.958,0.4
10733,9,5,Germany;Berlin,12.11.2014,85,0.958,0.4
